section,category,description,date,metric,value
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-12,COVID-19 Persons Under Investigation,175
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-12,Total COVID-19 Patients,738
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-12,Percent Confirmed COVID-19,0.76
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-12,Percent COVID-19 Persons Under Investigation,0.24
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-13,Confirmed COVID-19,522
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-13,COVID-19 Persons Under Investigation,166
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-13,Total COVID-19 Patients,688
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-13,Percent Confirmed COVID-19,0.76
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-13,Percent COVID-19 Persons Under Investigation,0.24
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-14,Confirmed COVID-19,514
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-14,COVID-19 Persons Under Investigation,171
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-14,Total COVID-19 Patients,685
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-14,Percent Confirmed COVID-19,0.75
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-14,Percent COVID-19 Persons Under Investigation,0.25
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-15,Confirmed COVID-19,497
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-15,COVID-19 Persons Under Investigation,189
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-15,Total COVID-19 Patients,686
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-15,Percent Confirmed COVID-19,0.72
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-15,Percent COVID-19 Persons Under Investigation,0.28
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-16,Confirmed COVID-19,517
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-16,COVID-19 Persons Under Investigation,154
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-16,Total COVID-19 Patients,671
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-16,Percent Confirmed COVID-19,0.77
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-16,Percent COVID-19 Persons Under Investigation,0.23
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-17,Confirmed COVID-19,486
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-17,COVID-19 Persons Under Investigation,164
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-17,Total COVID-19 Patients,650
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-17,Percent Confirmed COVID-19,0.75
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-17,Percent COVID-19 Persons Under Investigation,0.25
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-18,Confirmed COVID-19,460
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-18,COVID-19 Persons Under Investigation,156
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-18,Total COVID-19 Patients,616
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-18,Percent Confirmed COVID-19,0.75
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-18,Percent COVID-19 Persons Under Investigation,0.25
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-19,Confirmed COVID-19,463
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-19,COVID-19 Persons Under Investigation,163
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-19,Total COVID-19 Patients,626
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-19,Percent Confirmed COVID-19,0.74
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-19,Percent COVID-19 Persons Under Investigation,0.26
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-20,Confirmed COVID-19,466
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-20,COVID-19 Persons Under Investigation,175
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-20,Total COVID-19 Patients,641
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-20,Percent Confirmed COVID-19,0.73
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-20,Percent COVID-19 Persons Under Investigation,0.27
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-21,Confirmed COVID-19,445
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-21,COVID-19 Persons Under Investigation,168
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-21,Total COVID-19 Patients,613
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-21,Percent Confirmed COVID-19,0.73
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-21,Percent COVID-19 Persons Under Investigation,0.27
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-22,Confirmed COVID-19,444
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-22,COVID-19 Persons Under Investigation,176
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-22,Total COVID-19 Patients,620
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-22,Percent Confirmed COVID-19,0.72
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-22,Percent COVID-19 Persons Under Investigation,0.28
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-23,Confirmed COVID-19,426
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-23,COVID-19 Persons Under Investigation,145
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-23,Total COVID-19 Patients,571
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-23,Percent Confirmed COVID-19,0.75
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-23,Percent COVID-19 Persons Under Investigation,0.25
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-24,Confirmed COVID-19,409
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-24,COVID-19 Persons Under Investigation,129
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-24,Total COVID-19 Patients,538
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-24,Percent Confirmed COVID-19,0.76
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-24,Percent COVID-19 Persons Under Investigation,0.24
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-25,Confirmed COVID-19,397
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-25,COVID-19 Persons Under Investigation,163
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-25,Total COVID-19 Patients,560
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-25,Percent Confirmed COVID-19,0.71
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-25,Percent COVID-19 Persons Under Investigation,0.29
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-26,Confirmed COVID-19,367
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-26,COVID-19 Persons Under Investigation,140
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-26,Total COVID-19 Patients,507
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-26,Percent Confirmed COVID-19,0.72
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-26,Percent COVID-19 Persons Under Investigation,0.28
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-27,Confirmed COVID-19,362
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-27,COVID-19 Persons Under Investigation,122
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-27,Total COVID-19 Patients,484
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-27,Percent Confirmed COVID-19,0.75
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-27,Percent COVID-19 Persons Under Investigation,0.25
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-28,Confirmed COVID-19,335
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-28,COVID-19 Persons Under Investigation,129
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-28,Total COVID-19 Patients,464
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-28,Percent Confirmed COVID-19,0.72
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-28,Percent COVID-19 Persons Under Investigation,0.28
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-29,Confirmed COVID-19,321
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-29,COVID-19 Persons Under Investigation,101
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-29,Total COVID-19 Patients,422
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-29,Percent Confirmed COVID-19,0.76
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-29,Percent COVID-19 Persons Under Investigation,0.24
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-30,Confirmed COVID-19,308
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-30,COVID-19 Persons Under Investigation,113
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-30,Total COVID-19 Patients,421
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-30,Percent Confirmed COVID-19,0.73
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-30,Percent COVID-19 Persons Under Investigation,0.27
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-31,Confirmed COVID-19,297
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-31,COVID-19 Persons Under Investigation,117
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-31,Total COVID-19 Patients,414
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-31,Percent Confirmed COVID-19,0.72
Hospital Data,Hospital Level,Currently Hospitalized,2020-05-31,Percent COVID-19 Persons Under Investigation,0.28
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-01,Confirmed COVID-19,272
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-01,COVID-19 Persons Under Investigation,110
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-01,Total COVID-19 Patients,382
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-01,Percent Confirmed COVID-19,0.71
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-01,Percent COVID-19 Persons Under Investigation,0.29
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-02,Confirmed COVID-19,268
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-02,COVID-19 Persons Under Investigation,127
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-02,Total COVID-19 Patients,395
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-02,Percent Confirmed COVID-19,0.68
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-02,Percent COVID-19 Persons Under Investigation,0.32
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-03,Confirmed COVID-19,261
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-03,COVID-19 Persons Under Investigation,128
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-03,Total COVID-19 Patients,389
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-03,Percent Confirmed COVID-19,0.67
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-03,Percent COVID-19 Persons Under Investigation,0.33
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-04,Confirmed COVID-19,231
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-04,COVID-19 Persons Under Investigation,126
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-04,Total COVID-19 Patients,357
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-04,Percent Confirmed COVID-19,0.65
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-04,Percent COVID-19 Persons Under Investigation,0.35
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-05,Confirmed COVID-19,215
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-05,COVID-19 Persons Under Investigation,105
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-05,Total COVID-19 Patients,320
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-05,Percent Confirmed COVID-19,0.67
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-05,Percent COVID-19 Persons Under Investigation,0.33
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-06,Confirmed COVID-19,207
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-06,COVID-19 Persons Under Investigation,93
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-06,Total COVID-19 Patients,300
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-06,Percent Confirmed COVID-19,0.69
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-06,Percent COVID-19 Persons Under Investigation,0.31
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-07,Confirmed COVID-19,204
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-07,COVID-19 Persons Under Investigation,92
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-07,Total COVID-19 Patients,296
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-07,Percent Confirmed COVID-19,0.69
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-07,Percent COVID-19 Persons Under Investigation,0.31
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-08,Confirmed COVID-19,198
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-08,COVID-19 Persons Under Investigation,94
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-08,Total COVID-19 Patients,292
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-08,Percent Confirmed COVID-19,0.68
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-08,Percent COVID-19 Persons Under Investigation,0.32
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-09,Confirmed COVID-19,180
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-09,COVID-19 Persons Under Investigation,125
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-09,Total COVID-19 Patients,305
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-09,Percent Confirmed COVID-19,0.59
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-09,Percent COVID-19 Persons Under Investigation,0.41
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-10,Confirmed COVID-19,182
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-10,COVID-19 Persons Under Investigation,124
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-10,Total COVID-19 Patients,306
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-10,Percent Confirmed COVID-19,0.59
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-10,Percent COVID-19 Persons Under Investigation,0.41
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-11,Confirmed COVID-19,168
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-11,COVID-19 Persons Under Investigation,110
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-11,Total COVID-19 Patients,278
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-11,Percent Confirmed COVID-19,0.6
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-11,Percent COVID-19 Persons Under Investigation,0.4
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-12,Confirmed COVID-19,167
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-12,COVID-19 Persons Under Investigation,113
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-12,Total COVID-19 Patients,280
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-12,Percent Confirmed COVID-19,0.6
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-12,Percent COVID-19 Persons Under Investigation,0.4
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-13,Confirmed COVID-19,166
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-13,COVID-19 Persons Under Investigation,109
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-13,Total COVID-19 Patients,275
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-13,Percent Confirmed COVID-19,0.6
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-13,Percent COVID-19 Persons Under Investigation,0.4
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-14,Confirmed COVID-19,162
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-14,COVID-19 Persons Under Investigation,101
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-14,Total COVID-19 Patients,263
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-14,Percent Confirmed COVID-19,0.62
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-14,Percent COVID-19 Persons Under Investigation,0.38
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-15,Confirmed COVID-19,166
Hospital Data,Hospital Level,Currently Hospitalized,2020-06-15,COVID-19 Persons Under Investigation,116
